-0.35466,-0.32747,-0.27727,-0.25662,-0.21369,-0.16545,-0.1359,-0.12372,-0.12273,-0.11184,-0.10764,-0.10387,-0.1001,-0.10127,-0.098678,-0.09606,-0.084307,-0.081603,-0.076125,-0.071856,-0.067559,-0.063703,-0.058894,-0.060772,-0.066634,-0.06736,-0.073109,-0.07742,-0.081276,-0.085886,-0.094196,-0.10901,-0.13401,-0.1676,-0.2089,-0.25722
0.94442,0.94427,0.94404,0.94374,0.94328,0.94318,0.9435,0.94418,0.94478,0.94459,0.94463,0.94461,0.94446,0.94439,0.94428,0.94422,0.94391,0.94388,0.94382,0.94372,0.94365,0.94347,0.94328,0.94325,0.94325,0.94395,0.94513,0.94574,0.94613,0.94603,0.94583,0.94549,0.94505,0.94529,0.94496,0.94463
0.91384,0.91367,0.91384,0.91221,0.911,0.91148,0.91174,0.91076,0.90972,0.91034,0.9098,0.90949,0.9093,0.90905,0.90876,0.90885,0.90889,0.90871,0.90792,0.90811,0.90828,0.90842,0.90758,0.90654,0.90711,0.90744,0.90748,0.90841,0.90829,0.90822,0.90815,0.90809,0.908,0.90797,0.90784,0.90772
0.99115,0.99042,0.98879,0.98512,0.98307,0.97881,0.97416,0.97289,0.97235,0.971,0.97049,0.97116,0.97235,0.97328,0.97361,0.97373,0.97591,0.979,0.97952,0.98026,0.98015,0.97982,0.97924,0.97847,0.97887,0.97883,0.97795,0.97759,0.97787,0.97876,0.98096,0.9822,0.98483,0.98517,0.98865,0.99199
0.17285,0.17129,0.17028,0.16545,0.16432,0.16346,0.1609,0.1581,0.15892,0.15726,0.15759,0.15781,0.15797,0.15798,0.15801,0.15776,0.15783,0.15845,0.15993,0.15939,0.15881,0.15972,0.16005,0.16015,0.16013,0.15995,0.15239,0.15841,0.15845,0.15733,0.15791,0.15323,0.15178,0.15234,0.15451,0.15678
0.91211,0.90957,0.9102,0.90942,0.90811,0.90723,0.90649,0.90612,0.90589,0.90585,0.9057,0.90511,0.90543,0.90491,0.90484,0.90498,0.90491,0.90422,0.90292,0.9031,0.90324,0.90317,0.9034,0.90351,0.90344,0.90384,0.90812,0.91057,0.9136,0.91317,0.91269,0.91177,0.91095,0.91199,0.91319,0.91384
0.99306,0.993,0.99327,0.99529,0.9971,0.99789,0.99826,0.99859,0.99836,0.99755,0.99661,0.996,0.99583,0.99549,0.99538,0.99555,0.99543,0.99449,0.99502,0.99446,0.99464,0.99468,0.99428,0.99382,0.99367,0.99382,0.99391,0.99419,0.99444,0.99452,0.99441,0.99391,0.99374,0.99344,0.99368,0.99408
0.99959,0.99967,0.99976,0.99964,0.99943,0.99932,0.99915,0.99925,0.99945,0.99966,0.99987,0.99997,1,0.9998,0.99943,0.99886,0.99819,0.99802,0.99812,0.99788,0.9976,0.99745,0.9971,0.99714,0.99686,0.99668,0.9966,0.9966,0.99656,0.99651,0.99646,0.99639,0.99616,0.99643,0.99666,0.99688
-1,-0.98473,-0.96841,-0.96436,-0.96581,-0.96451,-0.965,-0.96504,-0.96507,-0.96562,-0.96747,-0.96878,-0.97129,-0.97112,-0.97312,-0.97242,-0.97389,-0.97597,-0.97847,-0.9774,-0.97856,-0.97847,-0.97807,-0.9783,-0.9782,-0.97893,-0.97921,-0.97866,-0.97839,-0.97787,-0.97742,-0.97773,-0.97874,-0.98226,-0.99263,-0.99091
0.9463,0.93297,0.92648,0.91594,0.89765,0.88122,0.85548,0.85324,0.84048,0.82404,0.80962,0.80427,0.80051,0.79657,0.78984,0.78979,0.7857,0.78204,0.77976,0.7778,0.77508,0.77127,0.77236,0.77195,0.78205,0.80812,0.85686,0.87379,0.9066,0.91868,0.93742,0.94334,0.94533,0.94232,0.93421,0.9451
0.7744,0.76491,0.77567,0.80428,0.83234,0.85108,0.86931,0.88578,0.90324,0.91067,0.92022,0.92325,0.9255,0.92675,0.92812,0.92982,0.93159,0.93282,0.93371,0.93541,0.93772,0.93934,0.94106,0.94175,0.94088,0.93917,0.9245,0.90531,0.89451,0.89021,0.89167,0.89536,0.90649,0.92023,0.93507,0.95182
0.97507,0.97446,0.97547,0.98374,0.98571,0.98631,0.97948,0.97055,0.98675,0.99067,0.99051,0.99017,0.98943,0.98865,0.99203,0.99382,0.99176,0.988,0.98379,0.9827,0.98432,0.98462,0.98337,0.9832,0.98587,0.98502,0.98835,0.99071,0.9904,0.98765,0.98288,0.97832,0.98001,0.98709,0.9896,0.99152
0.12961,0.13008,0.13132,0.13224,0.13149,0.1328,0.13271,0.13251,0.13239,0.13158,0.13095,0.12953,0.12931,0.12883,0.128,0.12678,0.1258,0.12566,0.12512,0.12446,0.12388,0.12337,0.12294,0.12284,0.1224,0.11965,0.11992,0.11975,0.11975,0.11981,0.11978,0.11971,0.1193,0.1191,0.1184,0.11774
0.93139,0.93153,0.932,0.93063,0.92883,0.92864,0.92831,0.92823,0.92833,0.92864,0.92894,0.9295,0.93062,0.92999,0.93152,0.93072,0.9315,0.93137,0.93126,0.93109,0.93098,0.93157,0.93203,0.93196,0.9327,0.93692,0.93817,0.93981,0.93963,0.94078,0.94156,0.94217,0.9425,0.94246,0.94206,0.94271
0.99832,0.99834,0.99824,0.99797,0.99781,0.99757,0.99683,0.99681,0.99656,0.99643,0.99633,0.99627,0.9961,0.99617,0.99599,0.99573,0.99572,0.99562,0.99555,0.99549,0.99543,0.99543,0.9954,0.9954,0.9954,0.9955,0.9957,0.99567,0.99565,0.99575,0.9959,0.99612,0.99644,0.99636,0.9967,0.9973
0.80243,0.80145,0.80034,0.79978,0.79916,0.7989,0.79832,0.79793,0.79712,0.796,0.79593,0.79552,0.79554,0.79524,0.79505,0.79472,0.79469,0.79466,0.79455,0.79441,0.79428,0.79416,0.79406,0.79401,0.79396,0.79388,0.79384,0.79376,0.79371,0.79358,0.79347,0.79341,0.79344,0.79384,0.79376,0.79378
-0.95818,-0.95817,-0.95615,-0.95598,-0.95872,-0.95959,-0.96197,-0.96168,-0.96094,-0.96084,-0.96063,-0.9603,-0.9654,-0.96212,-0.96345,-0.96396,-0.96411,-0.96401,-0.96397,-0.96467,-0.96545,-0.96554,-0.96545,-0.96545,-0.96574,-0.96557,-0.9654,-0.96521,-0.9651,-0.96498,-0.96475,-0.96461,-0.96441,-0.96474,-0.96483,-0.96497
0.92908,0.92799,0.92498,0.92047,0.91562,0.91034,0.90825,0.90276,0.90168,0.89983,0.89883,0.89722,0.89589,0.89483,0.89374,0.89288,0.89153,0.88991,0.88866,0.88708,0.88696,0.88644,0.88652,0.88659,0.88681,0.88705,0.88705,0.88657,0.8861,0.88595,0.88738,0.89038,0.89321,0.8985,0.90475,0.91446
0.99856,0.99879,0.99898,0.99898,0.99906,0.99906,0.99909,0.99912,0.99913,0.99912,0.99913,0.99913,0.99913,0.99913,0.99913,0.99913,0.99913,0.99913,0.99913,0.99913,0.99913,0.99915,0.99915,0.99916,0.99917,0.99919,0.9992,0.99925,0.99926,0.99932,0.99932,0.99939,0.99945,0.99943,0.99946,0.99949
0.95642,0.95721,0.95778,0.95848,0.95219,0.93533,0.91589,0.89498,0.87959,0.86949,0.85952,0.85932,0.85717,0.85378,0.85216,0.85199,0.85097,0.85004,0.84923,0.84859,0.84813,0.84731,0.84682,0.84564,0.8447,0.84443,0.84298,0.84162,0.8393,0.8381,0.8341,0.83351,0.82843,0.82826,0.82523,0.82305
